Student ID,student_name,gender,ethincity,date_of_birth,age,by_lunch,primary_language
22784,Brian Wagner,M,White,3/14/02,17,No,English
22785,Kelly Mills,M,Other,3/4/03,16,No,Chinese
22786,Kathy Bush,F,Other,11/14/03,15,No,Chinese
22787,Kristina Clayton,F,Other,12/13/02,16,Yes,Spanish
22788,Erica Williams,F,Asian,11/4/02,16,No,Spanish
22789,Emily Hess,F,Native_American,10/12/02,16,No,Arabic
22790,Chase Horton,M,Native_American,6/25/02,17,No,Spanish
22791,Joshua Jones,M,Hispanic,10/25/01,17,No,Spanish
22792,Lynn Fitzgerald,F,Native_American,6/1/01,18,Yes,Spanish
22793,Amy Schaefer,F,Native_American,6/11/01,18,No,Chinese
22794,Randy Mccarthy,M,Other,5/20/02,17,No,Spanish
22795,Tonya Hawkins,F,Other,9/2/01,17,No,English
22796,Brittany Carr,F,Native_American,12/28/01,17,No,Chinese
22797,John Boyd,M,White,4/7/03,16,Yes,Arabic
22798,Charles Gonzalez,M,White,7/23/03,16,Yes,Chinese
22799,Thomas Alvarez,M,African_American,4/27/02,17,Yes,Chinese
22800,Dr. Kaitlin Barton,F,Native_American,2/15/01,18,Yes,English
22801,Karen Duke,F,White,8/28/01,17,No,Chinese
22802,Susan Graham,F,African_American,2/4/02,17,Yes,Chinese
22803,Brittany Peterson,F,Asian,1/13/03,16,Yes,Chinese
22804,Richard Edwards,M,Native_American,10/14/02,16,No,Chinese
22805,Robert Reid,M,African_American,3/28/01,18,No,Arabic
22806,Jackie Adams,F,African_American,3/14/03,16,No,Arabic
22807,Savannah Crane,F,Other,4/26/03,16,Yes,Arabic
22808,Jason Ortiz,M,Hispanic,9/23/01,17,Yes,Arabic
22809,Mary Harris,F,African_American,4/10/02,17,Yes,Arabic
22810,Anthony Anderson,M,White,6/3/01,18,Yes,Spanish
22811,Richard Vang,M,White,11/16/02,16,Yes,Spanish
22812,Jared Thomas,M,White,6/25/02,17,No,Arabic
22813,Jennifer Henderson,F,White,11/7/02,16,Yes,Chinese
22814,Dillon Meyers,M,Asian,1/25/02,17,No,Chinese
22815,Paula Cole,F,Other,10/4/02,16,Yes,Arabic
22816,Thomas Smith,M,Other,6/2/02,17,Yes,Arabic
22817,Rhonda Ferguson,F,Native_American,10/22/01,17,Yes,Chinese
22818,Brenda Dixon,F,Other,7/1/02,17,No,Arabic
22819,Danny Cummings,M,African_American,3/21/03,16,No,Chinese
22820,Steven Fischer,M,White,10/20/03,15,No,Arabic
22821,Kenneth Brooks,M,Native_American,2/25/03,16,Yes,Arabic
22822,Tyler Smith,M,Asian,5/13/03,16,Yes,Spanish
22823,Brian Li,M,White,8/17/02,16,No,Chinese
22824,Rebecca Harris,F,Asian,4/14/01,18,Yes,Arabic
22825,Renee Spence,F,White,4/10/03,16,Yes,Spanish
22826,Benjamin Silva,M,Hispanic,5/10/03,16,Yes,Spanish
22827,Alison Anderson,F,Hispanic,7/25/01,18,No,Chinese
22828,Bethany Harvey,F,Other,3/15/03,16,No,English
22829,Rodney Miller,M,Native_American,11/23/01,17,Yes,Chinese
22830,Nicholas Costa,M,White,10/4/01,17,Yes,Chinese
22831,Samuel Blair,M,White,5/1/01,18,Yes,Arabic
22832,Kimberly Bennett,F,Other,4/29/02,17,Yes,English
22833,Ronald Baker,M,Hispanic,12/5/02,16,Yes,Spanish
22834,Brittany Gates,F,Native_American,8/17/01,17,Yes,Arabic
22835,Katherine Steele,F,Asian,3/31/03,16,Yes,Arabic
22836,Caleb Hernandez,M,Hispanic,9/2/02,16,No,Spanish
22837,Ryan Allen,M,Native_American,5/9/01,18,No,Spanish
22838,Robert Miller,M,Asian,8/6/01,17,Yes,Chinese
22839,Rodney Thompson,M,White,9/11/02,16,No,English
22840,Sarah Rivera,F,Hispanic,7/8/03,16,No,Arabic
22841,Lauren Miller,F,Other,9/13/02,16,No,Chinese
22842,Jaclyn Ayala,F,Asian,7/22/03,16,Yes,English
22843,Jennifer Tapia,F,White,5/23/03,16,Yes,English
22844,Gabriel Ashley,M,Native_American,1/17/01,18,Yes,Chinese
22845,Sarah Cooper,F,White,7/30/02,17,No,Chinese
22846,Dr. Nicholas Garcia,M,Asian,12/12/03,15,Yes,English
22847,Daniel Rodriguez,M,Native_American,3/26/03,16,Yes,English
22848,Bryan Perkins,M,White,2/7/02,17,No,Arabic
22849,Scott Holder,M,Other,4/30/01,18,Yes,English
22850,Troy Jackson,M,Asian,11/3/01,17,No,Chinese
22851,William Gomez,M,Other,3/2/03,16,No,Chinese
22852,Lance Lindsey,M,White,1/1/01,18,Yes,Spanish
22853,Alice Hernandez,F,Native_American,9/21/01,17,No,Arabic
22854,Nicole Baldwin,F,African_American,9/26/03,15,No,Arabic
22855,Shelly Robertson,F,Asian,11/27/03,15,Yes,Chinese
22856,Anthony Jackson,M,Other,10/2/01,17,Yes,Arabic
22857,Darren Gross,M,Other,10/24/02,16,No,Arabic
22858,Stephanie Jennings,F,Other,11/14/03,15,No,Arabic
22859,Shawn Nguyen,M,Asian,8/23/02,16,Yes,English
22860,John Espinoza,M,Other,1/30/03,16,Yes,Arabic
22861,Lisa Rodriguez,F,Native_American,10/3/03,15,No,Spanish
22862,Nicholas Ward,M,White,12/1/03,15,No,Arabic
22863,Alexander Bailey,M,White,7/29/03,16,Yes,English
22864,Debra Garcia,F,Asian,9/15/02,16,Yes,Chinese
22865,Karen Roberts,F,African_American,6/7/03,16,Yes,Chinese
22866,Tara Williams,F,Native_American,2/25/03,16,No,Spanish
22867,Charles Hernandez,M,Other,12/18/02,16,No,Arabic
22868,Ashley Anderson,F,Native_American,11/21/02,16,Yes,Chinese
22869,Jonathan Jones,M,Other,8/7/03,15,No,English
22870,Nicole Smith,F,Native_American,1/25/03,16,No,Chinese
22871,Megan Carr,F,Other,9/1/02,16,No,Chinese
22872,Jonathan Lopez,M,Hispanic,7/2/01,18,No,Arabic
22873,Craig Barnes,M,White,10/19/01,17,No,English
22874,Monica Harrington,F,White,4/11/03,16,Yes,Chinese
22875,Grant Thomas,M,Native_American,7/29/02,17,No,Spanish
22876,Timothy Smith,M,Asian,1/30/02,17,Yes,Spanish
22877,Mr. Trevor Woods,M,White,2/5/03,16,Yes,Spanish
22878,Jacob Fuentes,M,Asian,8/21/01,17,No,Chinese
22879,Terry Rodriguez,M,Hispanic,11/26/02,16,Yes,Spanish
22880,Robert King,M,Hispanic,12/14/02,16,No,Arabic
22881,Kristina Johnson,F,Other,2/18/01,18,Yes,English
22882,Rebecca Mooney,F,Native_American,6/25/01,18,Yes,Spanish
22883,Kristina Walker,F,African_American,3/30/02,17,No,Spanish
22884,Jackson Wong,M,Hispanic,9/13/01,17,No,English
22885,Rachel Riley,F,White,6/28/03,16,Yes,Arabic
22886,Stephanie Gonzalez,F,Asian,4/26/01,18,Yes,English
22887,Brenda Joseph,F,Asian,6/7/02,17,Yes,Chinese
22888,Keith Martinez,M,White,3/26/01,18,No,Chinese
22889,Robert Walker,M,African_American,6/7/01,18,No,Chinese
22890,Amy Beck,F,Native_American,10/15/03,15,No,Spanish
22891,Kimberly Wood,F,African_American,11/23/01,17,No,Spanish
22892,Robert Smith,M,Native_American,12/18/02,16,Yes,Chinese
22893,Shelby Jones,F,African_American,7/9/02,17,Yes,Chinese
22894,Yvonne Chapman,F,Native_American,12/1/02,16,Yes,English
22895,Paul Thompson,M,Native_American,6/27/03,16,Yes,Arabic
22896,Marcus Martinez,M,Hispanic,1/30/01,18,No,English
22897,Lucas Jones,M,Asian,4/14/03,16,No,Arabic
22898,Jose Baker,M,Hispanic,3/24/02,17,No,English
22899,Katherine Brown,F,Native_American,3/17/03,16,Yes,Chinese
22900,Stephanie Goodman,F,White,7/30/01,18,Yes,English
22901,Megan Morgan,F,Asian,3/24/02,17,No,Chinese
22902,Chad Bell,M,Native_American,4/11/02,17,No,Spanish
22903,Anthony Phillips,M,Other,11/12/01,17,No,Spanish
22904,Kimberly Stevens,F,African_American,3/10/01,18,Yes,Chinese
22905,Kimberly Hernandez,F,African_American,4/30/02,17,Yes,Spanish
22906,Michael Munoz,M,Asian,8/18/03,15,No,English
22907,Kathleen Mckay,F,Hispanic,2/10/03,16,No,Chinese
22908,Kelly Rhodes,F,Asian,6/10/01,18,No,Spanish
22909,Sabrina Hays,F,White,10/29/02,16,Yes,Chinese
22910,Michael Evans,M,White,2/16/02,17,No,English
22911,Ronald Moore,M,African_American,7/2/02,17,Yes,Arabic
22912,Laura Pratt,F,Native_American,5/22/03,16,Yes,Arabic
22913,Kevin Rogers,M,Native_American,8/6/02,16,No,English
22914,Lisa Anderson,F,White,10/29/02,16,Yes,Chinese
22915,Jeffery Guzman,M,Other,12/31/02,16,Yes,Chinese
22916,Anthony Evans,M,Asian,5/12/03,16,No,Chinese
22917,Matthew Montgomery,M,Native_American,10/6/02,16,Yes,English
22918,Dr. Bradley Jones DDS,M,Hispanic,8/21/01,17,Yes,Spanish
22919,Andrew Tyler,M,Other,10/26/01,17,Yes,Arabic
22920,Laura Hess,F,African_American,6/14/01,18,No,English
22921,Karen Watson,F,Native_American,3/9/03,16,Yes,Chinese
22922,Melissa Jones,F,White,9/14/02,16,Yes,English
22923,Benjamin Wong,M,Other,6/8/03,16,Yes,Spanish
22924,Tonya Hodges,F,Hispanic,12/18/03,15,No,English
22925,Anthony Oconnor,M,Asian,10/14/02,16,Yes,Chinese
22926,Amanda Stewart,F,African_American,6/30/01,18,Yes,English
22927,Richard Smith,M,Other,12/21/01,17,Yes,Spanish
22928,Pamela Moore,F,Asian,3/3/03,16,Yes,Chinese
22929,Randy Pace,M,African_American,12/12/02,16,No,Spanish
22930,Lindsey Morton,F,Asian,11/4/02,16,Yes,Chinese
22931,Travis Thompson,M,Native_American,9/25/03,15,Yes,Arabic
22932,Jennifer Lambert,F,Hispanic,8/2/01,18,Yes,Chinese
22933,Nathan Garza,M,White,5/8/01,18,No,Arabic
22934,Denise Rojas,F,White,1/28/02,17,No,English
22935,Deborah Hicks,F,Native_American,4/30/03,16,Yes,Chinese
22936,Nancy Barnett,F,Native_American,3/20/02,17,No,English
22937,Christopher Phillips,M,Native_American,11/12/02,16,No,English
22938,Joseph Nguyen,M,Hispanic,1/19/02,17,Yes,Spanish
22939,Connor Clark,M,Native_American,9/20/02,16,No,Chinese
22940,Andres Webb,M,Other,1/18/03,16,No,English
22941,Samantha Jones,F,Hispanic,1/21/03,16,No,Arabic
22942,Edward Yang,M,Other,7/5/02,17,Yes,Chinese
22943,Joshua Shaw,M,Native_American,10/2/03,15,Yes,Arabic
22944,Robert Jones,M,White,8/31/03,15,Yes,Arabic
22945,Elizabeth Cummings,F,Other,6/19/01,18,Yes,Spanish
22946,Matthew Lane,M,Asian,8/25/02,16,No,Chinese
22947,Jessica Bautista,F,Other,12/8/03,15,Yes,Arabic
22948,Dan White,M,Other,4/12/02,17,No,Spanish
22949,Brianna Brown,F,Asian,7/7/02,17,Yes,English
22950,Kelly Farmer,F,Hispanic,3/4/02,17,No,Spanish
22951,Michael Wilson,M,Asian,4/23/01,18,No,Chinese
22952,Shirley Hunt,F,Asian,10/6/02,16,No,Chinese
22953,George Frazier,M,Hispanic,9/29/03,15,Yes,Arabic
22954,Jessica Hanna,F,Asian,2/1/01,18,No,Spanish
22955,Yolanda Grant,F,Asian,10/30/01,17,Yes,Spanish
22956,Allen Vazquez,M,Hispanic,6/30/02,17,Yes,Arabic
22957,Elizabeth Chavez,F,Native_American,11/27/03,15,Yes,Arabic
22958,Joe Everett,M,Native_American,7/4/02,17,No,Spanish
22959,Michael Glass,M,Other,2/10/01,18,Yes,Arabic
22960,James Hunter,M,White,7/23/02,17,Yes,Spanish
22961,Sandra Donaldson,F,Native_American,1/26/02,17,Yes,Spanish
22962,Steven Reed,M,Native_American,3/19/02,17,No,English
22963,Nancy Scott,F,Native_American,6/12/03,16,Yes,Arabic
22964,Dr. Jennifer Thomas DDS,F,White,12/30/01,17,Yes,Spanish
22965,Lisa Valdez,F,Asian,7/21/02,17,Yes,Arabic
22966,Dr. Adam Rivera,M,African_American,3/29/01,18,Yes,English
22967,Debra Walker,F,Native_American,1/1/03,16,No,Arabic
22968,Maria Hernandez,F,Asian,4/28/03,16,No,Chinese
22969,Douglas Page,M,Asian,1/14/01,18,No,Chinese
22970,Ashley Myers,F,White,12/16/01,17,Yes,Chinese
22971,Andrea Hernandez,F,Native_American,12/8/03,15,Yes,Chinese
22972,Alexis Pruitt,F,Asian,9/20/03,15,Yes,Chinese
22973,Michael Williams,M,White,2/3/02,17,No,Arabic
22974,Christopher Jackson,M,African_American,9/20/01,17,Yes,Arabic
22975,Alyssa York,F,Other,5/22/01,18,Yes,Chinese
22976,Mary Garcia,F,Hispanic,9/22/01,17,Yes,Chinese
22977,Laurie Nelson,F,Other,3/11/01,18,No,Arabic
22978,Annette Luna,F,White,10/11/01,17,Yes,Spanish
22979,Paul Pratt,M,Other,10/9/02,16,Yes,English
22980,Molly Stewart,F,White,6/26/03,16,No,Spanish
22981,Amy Johnson,F,Hispanic,12/7/01,17,Yes,Arabic
22982,Michelle Hughes,F,Asian,9/17/01,17,Yes,Arabic
22983,John Schroeder,M,Native_American,9/26/03,15,No,English
22984,Jonathan Gonzalez,M,Asian,2/13/03,16,Yes,English
22985,Jennifer Johnson,F,White,11/29/03,15,No,English
22986,Charles Turner,M,Hispanic,10/9/03,15,Yes,Chinese
22987,Sabrina Cisneros,F,White,12/8/03,15,Yes,English
22988,Sarah Jordan,F,Other,2/19/02,17,Yes,Chinese
22989,Katherine Adams,F,White,9/5/02,16,No,Arabic
22990,Scott Rodriguez,M,White,1/26/02,17,No,English
22991,Ashley Brown,F,Other,12/31/03,15,Yes,Arabic
22992,Richard Ferguson,M,Hispanic,9/21/03,15,No,English
22993,Tyler Anderson,M,Native_American,9/19/02,16,No,English
22994,Michelle Gonzales,F,Other,2/26/02,17,No,Chinese
22995,Lisa Reynolds,F,Asian,11/7/01,17,No,English
22996,Frederick Lara,M,Asian,5/11/01,18,Yes,Chinese
22997,Sonya Rogers,F,Other,10/24/01,17,No,Arabic
22998,Kathleen Anderson,F,Asian,5/21/01,18,Yes,Spanish
22999,Shane Robertson,M,African_American,12/16/03,15,No,Arabic
23000,Megan Cooper,F,African_American,2/2/01,18,Yes,Chinese
23001,Timothy Hammond,M,African_American,11/27/01,17,No,Arabic
23002,Nicholas Brown,M,Asian,9/11/03,15,Yes,Spanish
23003,Tammy Hays,F,Other,9/3/03,15,Yes,English
23004,Elizabeth Friedman,F,Native_American,5/29/02,17,No,Arabic
23005,Bryan Aguilar,M,Hispanic,8/12/02,16,Yes,English
23006,Scott Burton,M,Native_American,1/27/02,17,No,Arabic
23007,Raven Rhodes,F,African_American,10/26/01,17,No,English
23008,Dustin Barrett,M,Native_American,3/19/02,17,Yes,Arabic
23009,Maria Fox,F,African_American,12/18/03,15,No,Chinese
23010,Catherine Maxwell,F,White,5/3/03,16,No,English
23011,Tami Larson,F,Hispanic,4/25/03,16,No,Spanish
23012,Susan Murphy,F,Native_American,1/21/01,18,No,Chinese
23013,Jennifer Mendoza,F,Hispanic,5/15/01,18,Yes,Spanish
23014,Samantha Leach,F,Hispanic,12/9/01,17,No,Spanish
23015,Sandra Compton,F,Other,3/31/02,17,No,Chinese
23016,Amanda Goodwin,F,White,11/28/02,16,No,Spanish
23017,Valerie Walker,F,African_American,6/5/02,17,Yes,English
23018,Erin Jensen,F,Other,9/1/03,15,Yes,English
23019,Angelica Murray,F,Native_American,4/12/02,17,Yes,English
23020,Amber Webster,F,White,7/3/03,16,No,English
23021,William Long,M,Native_American,8/29/03,15,Yes,Arabic
23022,Randall Rodriguez,M,Asian,8/20/02,16,No,Spanish
23023,Nicholas Hall,M,Native_American,4/18/02,17,No,Chinese
23024,Douglas Anderson,M,Other,11/14/02,16,Yes,Spanish
23025,Elizabeth Baker,F,Native_American,7/22/03,16,Yes,English
23026,Diana Shannon,F,Hispanic,8/9/03,15,No,Spanish
23027,Diana Dominguez,F,African_American,11/21/02,16,Yes,Chinese
23028,Lisa Kelley,F,African_American,12/9/02,16,No,English
23029,Ashley Perkins,F,White,9/17/01,17,No,Chinese
23030,Mr. Sean Coleman PhD,M,African_American,8/28/02,16,Yes,Spanish
23031,Eddie Roberts,M,Other,10/16/02,16,No,Chinese
23032,Richard Parker,M,Asian,2/19/01,18,Yes,English
23033,Michael Perry,M,Hispanic,3/14/01,18,Yes,Arabic
23034,Zoe Hawkins,F,White,1/25/01,18,No,English
23035,James Proctor,M,Hispanic,7/15/02,17,Yes,Spanish
23036,Adrian Cohen,M,Hispanic,12/13/01,17,Yes,Arabic
23037,Philip Crawford,M,Native_American,8/24/03,15,Yes,Spanish
23038,Edward Kennedy,M,Native_American,7/2/02,17,No,English
23039,Bobby Reed,M,African_American,11/23/02,16,Yes,English
23040,Jasmine White,F,Native_American,3/17/02,17,Yes,Chinese
23041,Laura Williams,F,Asian,8/15/03,15,Yes,Chinese
23042,Danielle Mcmillan,F,Other,6/19/02,17,Yes,English
23043,Brooke Smith,F,Native_American,9/9/03,15,Yes,Arabic
23044,Robert Lynch,M,Asian,2/27/02,17,No,English
23045,Jacqueline Lee,F,Asian,5/18/02,17,No,Arabic
23046,Stephanie Larsen,F,White,8/18/03,15,Yes,Arabic
23047,Bradley Nguyen,M,Asian,8/2/03,16,No,Arabic
23048,Amy Davis,F,Hispanic,1/5/02,17,No,English
23049,Teresa Shannon,F,Other,8/2/03,16,Yes,Chinese
23050,Diana Sandoval,F,Native_American,3/17/02,17,Yes,Chinese
23051,Dr. Sheila Walton MD,F,Hispanic,5/19/01,18,Yes,English
23052,Ian Sanchez DVM,M,Native_American,9/1/02,16,No,English
23053,Jennifer Cunningham,F,Other,8/6/03,15,Yes,Spanish
23054,Gina Waller,F,Asian,3/9/02,17,Yes,Arabic
23055,Gregory Rodriguez,M,Native_American,12/1/01,17,Yes,Arabic
23056,Heather Long,F,Native_American,10/18/02,16,Yes,Spanish
23057,Curtis Wilson,M,White,8/17/03,15,No,Chinese
23058,Jessica Gonzalez,F,Asian,8/24/01,17,No,Spanish
23059,Peter Allen,M,Hispanic,4/15/02,17,Yes,Arabic
23060,Regina Hansen,F,White,6/21/03,16,Yes,Spanish
23061,Jamie Mitchell,F,African_American,6/26/01,18,No,Spanish
23062,Dr. Robert Mckinney,M,Hispanic,7/14/01,18,No,English
23063,Rachel Huang,F,White,5/19/02,17,Yes,Spanish
23064,Alison Knight,F,African_American,1/31/02,17,Yes,Spanish
23065,John Hall,M,Native_American,12/23/01,17,No,Spanish
23066,Kristina Thomas,F,Asian,11/2/03,15,Yes,Chinese
23067,Melissa Watson,F,African_American,5/9/02,17,Yes,English
23068,Brooke Roberts,F,White,5/10/02,17,Yes,English
23069,Tracy Arroyo,F,Other,4/3/03,16,No,Arabic
23070,Alyssa Holland,F,Other,12/7/01,17,No,Arabic
23071,Joshua Alvarado,M,African_American,3/24/01,18,No,English
23072,Abigail Cunningham,F,Hispanic,6/28/02,17,Yes,Chinese
23073,Jennifer Miller,F,Asian,12/29/03,15,No,Chinese
23074,Brian Williams,M,Native_American,4/4/03,16,Yes,English
23075,Matthew Silva,M,Hispanic,8/23/03,15,Yes,Spanish
23076,Michael Wilson,M,African_American,5/16/02,17,Yes,Chinese
23077,Tara Tran,F,Native_American,11/21/03,15,Yes,Spanish
23078,Travis Hopkins,M,White,6/26/02,17,Yes,Spanish
23079,Michael Mitchell,M,Native_American,3/1/03,16,No,Spanish
23080,Anthony Miller,M,African_American,12/13/02,16,Yes,Spanish
23081,Anthony Davis,M,White,1/23/02,17,No,English
23082,Melissa Macdonald,F,African_American,1/22/01,18,No,Chinese
23083,Nichole Ross,F,Other,8/5/03,16,Yes,English
23084,Johnny Johnson,M,Other,8/31/01,17,Yes,Chinese
23085,Laura Franco MD,F,Other,6/7/01,18,No,Spanish
23086,Holly Cortez,F,Asian,2/18/02,17,No,Spanish
23087,John Martin,M,Other,1/11/02,17,No,Arabic
23088,Seth Durham,M,White,4/28/03,16,Yes,Arabic
23089,Robert Cowan,M,Other,11/5/02,16,No,English
23090,Joseph Forbes,M,Native_American,3/29/03,16,No,Arabic
23091,Laura Booker,F,Asian,3/24/03,16,No,Chinese
23092,Linda Bryan,F,White,12/13/03,15,Yes,Spanish
23093,Anthony Anderson,M,Asian,5/11/03,16,No,Arabic
23094,Kelly Williams DDS,F,Hispanic,6/14/03,16,No,Chinese
23095,Michael Smith,M,Hispanic,5/22/01,18,No,English
23096,Benjamin Carlson,M,Hispanic,6/3/03,16,No,Chinese
23097,Megan Rodriguez,F,Native_American,9/17/02,16,Yes,Spanish
23098,Jacqueline Stark,F,White,3/9/01,18,No,Arabic
23099,Jennifer White,F,Asian,12/25/01,17,No,Arabic
23100,Debra Bates,F,Hispanic,10/10/01,17,Yes,Chinese
23101,Allison Reese,F,Hispanic,1/7/02,17,Yes,Chinese
23102,Robert Wilkinson,M,Other,6/4/02,17,No,Spanish
23103,Dennis Wood,M,Hispanic,5/8/01,18,No,Chinese
23104,Brianna Williams,F,White,1/14/02,17,Yes,English
23105,Richard Nash,M,Hispanic,5/6/02,17,Yes,Chinese
23106,Jacob Taylor,M,Asian,2/22/03,16,Yes,Chinese
23107,Lori Moore,F,Hispanic,9/18/03,15,No,Spanish
23108,Jesse Mcpherson,M,Other,9/5/02,16,Yes,Arabic
23109,Wesley Velez,M,Hispanic,1/14/02,17,Yes,Chinese
23110,Victoria Perez,F,White,4/20/03,16,No,English
23111,Brad Hodge,M,African_American,9/26/03,15,No,Arabic
23112,Dennis Ortiz,M,Hispanic,10/14/02,16,Yes,Spanish
23113,Linda Choi,F,Hispanic,12/10/02,16,Yes,English
23114,Lisa Wheeler,F,Native_American,12/18/03,15,No,English
23115,Christopher Rodriguez,M,Hispanic,5/8/01,18,Yes,Arabic
23116,Parker Simon,M,African_American,4/30/02,17,Yes,Arabic
23117,Juan Bradley,M,Native_American,10/15/02,16,No,Arabic
23118,Eileen Reed,F,Other,5/31/02,17,Yes,Arabic
23119,Robert Hamilton,M,White,10/1/01,17,Yes,Spanish
23120,Vanessa Manning,F,White,12/28/02,16,No,Arabic
23121,Catherine Herrera,F,White,1/3/02,17,No,English
23122,Alexander Johnson,M,Native_American,5/5/02,17,No,Chinese
23123,Denise Campbell,F,Hispanic,1/13/01,18,No,Chinese
23124,Laura Ritter,F,Other,1/10/03,16,Yes,Chinese
23125,Drew Vaughan,M,African_American,12/3/01,17,Yes,Arabic
23126,Regina Holder,F,Asian,2/11/01,18,No,Arabic
23127,Susan Adams,F,Native_American,9/21/01,17,No,English
23128,Stephanie Woodward,F,Other,4/8/01,18,Yes,Spanish
23129,Rachel Hall,F,Asian,9/7/03,15,No,Chinese
23130,David Shaw,M,Asian,1/20/02,17,Yes,Arabic
23131,Natalie Bonilla,F,Hispanic,12/18/03,15,No,Chinese
23132,Austin Mendez,M,Hispanic,12/22/01,17,No,English
23133,Victoria Wilson,F,Hispanic,11/15/02,16,Yes,English
23134,Daniel Moreno,M,Asian,11/18/02,16,No,Chinese
23135,Patrick Hall,M,Asian,7/19/01,18,No,Arabic
23136,Vincent Smith,M,Hispanic,11/10/03,15,Yes,Spanish
23137,Joshua Munoz,M,White,9/1/02,16,Yes,Chinese
23138,Kelly Gordon,F,Other,6/11/03,16,No,English
23139,Cheryl Pruitt,F,Hispanic,8/10/02,16,Yes,Arabic
23140,William Campbell,M,Asian,3/14/02,17,No,Spanish
23141,Frances Lopez,F,White,6/4/01,18,No,English
23142,Linda Price,F,Asian,4/20/01,18,Yes,English
23143,Mason Adams MD,M,White,5/14/01,18,Yes,Spanish
23144,Lisa Gonzalez,F,Asian,10/30/03,15,No,Spanish
23145,Michelle Ramirez,F,Native_American,4/3/01,18,No,English
23146,Mr. Jason Davis,M,Other,8/12/03,15,No,Chinese
23147,Beverly Ramos,F,African_American,6/14/03,16,No,Spanish
23148,Evan Serrano,M,Native_American,7/8/01,18,No,Chinese
23149,Jesse Jordan,M,Hispanic,9/4/02,16,No,Spanish
23150,Ashley White,F,Other,12/13/02,16,No,English
23151,Jacob Bennett,M,White,5/22/01,18,Yes,Arabic
23152,Richard Martin,M,White,2/14/03,16,Yes,English
23153,Patrick Landry,M,Asian,11/13/01,17,Yes,Spanish
23154,Michelle Carrillo,F,Other,12/5/01,17,No,Spanish
23155,Alicia Gill,F,Asian,8/12/03,15,No,Spanish
23156,Robert Cooper,M,White,6/21/03,16,Yes,Chinese
23157,John Williams,M,African_American,11/23/03,15,Yes,Arabic
23158,John Murphy,M,Asian,11/1/01,17,No,Spanish
23159,Dr. Daniel Flores,M,Hispanic,10/27/01,17,No,Chinese
23160,Nathan Russell,M,Hispanic,4/5/01,18,No,Arabic
23161,Lisa Gonzalez,F,White,7/28/02,17,Yes,English
23162,Krystal Huff,F,Other,9/3/03,15,Yes,Chinese
23163,James Kent,M,Other,1/27/02,17,Yes,English
23164,Michael Anderson,M,White,2/16/02,17,Yes,Chinese
23165,Melissa Harris,F,Other,3/30/02,17,No,English
23166,Robert Harvey,M,White,7/29/03,16,Yes,Arabic
23167,Brittany Martinez,F,African_American,3/17/02,17,No,Arabic
23168,Andrew Crawford,M,African_American,2/21/02,17,Yes,Chinese
23169,Sean Williams,M,Other,8/30/03,15,No,Chinese
23170,Eric Lewis,M,Native_American,4/13/03,16,No,English
23171,Sheryl Hines,F,Hispanic,10/29/02,16,No,Arabic
23172,Kevin Dudley,M,Asian,8/6/03,15,Yes,English
23173,Jason Allen,M,Native_American,6/21/01,18,No,Chinese
23174,Mark Foster,M,White,2/21/02,17,No,Chinese
23175,Brent Lambert,M,African_American,7/12/01,18,No,Chinese
23176,Amy Miller,F,White,9/6/03,15,Yes,Chinese
23177,Monique Thomas,F,Asian,7/31/03,16,Yes,Arabic
23178,Victoria Burgess,F,African_American,4/26/03,16,Yes,Arabic
23179,Christine Bailey,F,Asian,12/20/02,16,No,English
23180,Holly Robertson,F,African_American,2/21/01,18,Yes,Chinese
23181,Melanie Sutton,F,Hispanic,12/7/03,15,Yes,Chinese
23182,Megan Harvey,F,African_American,9/27/01,17,Yes,English
23183,Michael Foster,M,Native_American,8/14/02,16,No,Spanish
23184,Julian Ruiz,M,African_American,11/7/02,16,No,Arabic
23185,Mr. Gary Anderson DDS,M,Other,4/13/03,16,Yes,Chinese
23186,Kelsey Murray,F,Asian,11/20/01,17,Yes,English
23187,Michael Wagner,M,Native_American,9/11/01,17,Yes,English
23188,Juan Smith,M,Hispanic,1/20/01,18,Yes,English
23189,Joshua Love,M,Other,12/2/02,16,Yes,Arabic
23190,David House,M,Other,4/9/03,16,No,English
23191,Robert Brown,M,Other,6/2/01,18,Yes,Chinese
23192,Veronica Clark,F,Asian,10/24/03,15,Yes,Chinese
23193,Ronald Reed,M,Native_American,11/5/03,15,No,English
23194,Christine Cole,F,Native_American,12/21/02,16,No,Spanish
23195,David Evans,M,Asian,4/6/01,18,Yes,English
23196,Melissa Vasquez,F,Native_American,1/6/03,16,Yes,Spanish
23197,Darren Burke,M,Other,5/13/02,17,No,Arabic
23198,Dean Johnson,M,Native_American,12/9/02,16,No,Chinese
23199,Donna Rich,F,Native_American,9/5/01,17,No,Spanish
23200,Tyler Randall Jr.,M,White,11/23/02,16,Yes,Spanish
23201,Shannon Woodard,F,Other,4/7/03,16,No,Chinese
23202,Donald Hoffman,M,Asian,7/16/03,16,No,Chinese
23203,Sabrina Levy,F,Other,6/3/03,16,No,Chinese
23204,Stephanie Leblanc,F,Other,7/16/02,17,Yes,Chinese
23205,Rebecca Phelps,F,White,3/18/02,17,Yes,Spanish
23206,Thomas Bennett,M,Hispanic,9/10/02,16,Yes,English
23207,Sally Moore,F,White,11/26/02,16,Yes,English
